,output,Adresse
20,"{'results': [{'address_components': [{'long_name': '8', 'short_name': '8', 'types': ['street_number']}, {'long_name': 'Seeblickweg', 'short_name': 'Seeblickweg', 'types': ['route']}, {'long_name': 'Buonas', 'short_name': 'Buonas', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6343', 'short_name': '6343', 'types': ['postal_code']}], 'formatted_address': 'Seeblickweg 8, 6343 Buonas, Switzerland', 'geometry': {'location': {'lat': 47.1412084, 'lng': 8.4554342}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1425573802915, 'lng': 8.456783180291502}, 'southwest': {'lat': 47.1398594197085, 'lng': 8.454085219708498}}}, 'partial_match': True, 'place_id': 'ChIJWdMHEBwAkEcRnZJyGCqjd0I', 'plus_code': {'compound_code': '4FR4+F5 Risch-Rotkreuz, Switzerland', 'global_code': '8FVC4FR4+F5'}, 'types': ['street_address']}, {'address_components': [{'long_name': 'California', 'short_name': 'CA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United States', 'short_name': 'US', 'types': ['country', 'political']}], 'formatted_address': 'California, USA', 'geometry': {'bounds': {'northeast': {'lat': 42.0095169, 'lng': -114.131211}, 'southwest': {'lat': 32.528832, 'lng': -124.482003}}, 'location': {'lat': 36.778261, 'lng': -119.4179324}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 42.0095169, 'lng': -114.131211}, 'southwest': {'lat': 32.528832, 'lng': -124.482003}}}, 'partial_match': True, 'place_id': 'ChIJPV4oX_65j4ARVW8IJ6IJUYs', 'types': ['administrative_area_level_1', 'political']}], 'status': 'OK'}","Seeblickweg 8, 634302 Buonas"
21,"{'results': [{'address_components': [{'long_name': '6', 'short_name': '6', 'types': ['street_number']}, {'long_name': 'Seeblickweg', 'short_name': 'Seeblickweg', 'types': ['route']}, {'long_name': 'Risch-Rotkreuz', 'short_name': 'Risch-Rotkreuz', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6343', 'short_name': '6343', 'types': ['postal_code']}], 'formatted_address': 'Seeblickweg 6, 6343 Risch-Rotkreuz, Switzerland', 'geometry': {'location': {'lat': 47.1413245, 'lng': 8.455763}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 47.14267348029149, 'lng': 8.4571119802915}, 'southwest': {'lat': 47.1399755197085, 'lng': 8.454414019708496}}}, 'partial_match': True, 'place_id': 'Ei9TZWVibGlja3dlZyA2LCA2MzQzIFJpc2NoLVJvdGtyZXV6LCBTd2l0emVybGFuZCIaEhgKFAoSCTkwdfgbAJBHEbCrSE4StFWJEAY', 'types': ['street_address']}], 'status': 'OK'}","Seeblickweg 6, 6343 Buonas"
22,"{'results': [{'address_components': [{'long_name': '4', 'short_name': '4', 'types': ['street_number']}, {'long_name': 'Seeblickweg', 'short_name': 'Seeblickweg', 'types': ['route']}, {'long_name': 'Risch-Rotkreuz', 'short_name': 'Risch-Rotkreuz', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6343', 'short_name': '6343', 'types': ['postal_code']}], 'formatted_address': 'Seeblickweg 4, 6343 Risch-Rotkreuz, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.14166119999999, 'lng': 8.455439499999999}, 'southwest': {'lat': 47.1415147, 'lng': 8.4551833}}, 'location': {'lat': 47.1415798, 'lng': 8.4553213}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1429369302915, 'lng': 8.4566603802915}, 'southwest': {'lat': 47.14023896970851, 'lng': 8.453962419708496}}}, 'partial_match': True, 'place_id': 'ChIJ8_iEBhwAkEcRlUIBdDzaHpQ', 'types': ['premise']}], 'status': 'OK'}","Seeblickweg 4, 6343 Buonas"
23,"{'results': [{'address_components': [{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'Sonnrain', 'short_name': 'Sonnrain', 'types': ['route']}, {'long_name': 'Baar', 'short_name': 'Baar', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6340', 'short_name': '6340', 'types': ['postal_code']}], 'formatted_address': 'Sonnrain 2, 6340 Baar, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.200333, 'lng': 8.5108623}, 'southwest': {'lat': 47.2001241, 'lng': 8.5105693}}, 'location': {'lat': 47.2002439, 'lng': 8.5106888}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.2015775302915, 'lng': 8.512064780291503}, 'southwest': {'lat': 47.1988795697085, 'lng': 8.509366819708498}}}, 'partial_match': True, 'place_id': 'ChIJ28LzEheqmkcRBjG9yro9LYQ', 'types': ['premise']}], 'status': 'OK'}","Sonnrain 2, 6340 Baar"
24,"{'results': [{'address_components': [{'long_name': '58E', 'short_name': '58E', 'types': ['street_number']}, {'long_name': 'Zugerstrasse', 'short_name': 'Zugerstrasse', 'types': ['route']}, {'long_name': 'Cham', 'short_name': 'Cham', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6330', 'short_name': '6330', 'types': ['postal_code']}], 'formatted_address': 'Zugerstrasse 58E, 6330 Cham, Switzerland', 'geometry': {'location': {'lat': 47.1817735, 'lng': 8.467877999999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1831224802915, 'lng': 8.469226980291502}, 'southwest': {'lat': 47.1804245197085, 'lng': 8.466529019708497}}}, 'partial_match': True, 'place_id': 'ChIJpXEVkY4AkEcR-HjWipwTZ4M', 'plus_code': {'compound_code': '5FJ9+P5 Cham, Switzerland', 'global_code': '8FVC5FJ9+P5'}, 'types': ['street_address']}], 'status': 'OK'}","Zugerstrasse 58E, 6330 Cham"
25,"{'results': [{'address_components': [{'long_name': '3A', 'short_name': '3A', 'types': ['street_number']}, {'long_name': 'Sonnrain', 'short_name': 'Sonnrain', 'types': ['route']}, {'long_name': 'Baar', 'short_name': 'Baar', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6340', 'short_name': '6340', 'types': ['postal_code']}], 'formatted_address': 'Sonnrain 3A, 6340 Baar, Switzerland', 'geometry': {'location': {'lat': 47.2000943, 'lng': 8.511047399999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.2014432802915, 'lng': 8.5123963802915}, 'southwest': {'lat': 47.1987453197085, 'lng': 8.509698419708496}}}, 'partial_match': True, 'place_id': 'ChIJNdM6DBeqmkcR4fO_ZX31OXQ', 'plus_code': {'compound_code': '6G26+2C Baar, Switzerland', 'global_code': '8FVC6G26+2C'}, 'types': ['street_address']}], 'status': 'OK'}","Sonnrain 3A, 6340 Baar"
26,"{'results': [{'address_components': [{'long_name': '58F', 'short_name': '58F', 'types': ['street_number']}, {'long_name': 'Zugerstrasse', 'short_name': 'Zugerstrasse', 'types': ['route']}, {'long_name': 'Cham', 'short_name': 'Cham', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6330', 'short_name': '6330', 'types': ['postal_code']}], 'formatted_address': 'Zugerstrasse 58F, 6330 Cham, Switzerland', 'geometry': {'location': {'lat': 47.1818381, 'lng': 8.4679225}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1831870802915, 'lng': 8.469271480291503}, 'southwest': {'lat': 47.1804891197085, 'lng': 8.466573519708499}}}, 'partial_match': True, 'place_id': 'ChIJj_9hkY4AkEcRLZqz03uBNJM', 'plus_code': {'compound_code': '5FJ9+P5 Cham, Switzerland', 'global_code': '8FVC5FJ9+P5'}, 'types': ['street_address']}], 'status': 'OK'}","Zugerstrasse 58F, 6330 Cham"
27,"{'results': [{'address_components': [{'long_name': '193', 'short_name': '193', 'types': ['street_number']}, {'long_name': 'Zugerstrasse', 'short_name': 'Zugerstrasse', 'types': ['route']}, {'long_name': 'Unterägeri', 'short_name': 'Unterägeri', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6314', 'short_name': '6314', 'types': ['postal_code']}], 'formatted_address': 'Zugerstrasse 193, 6314 Unterägeri, Switzerland', 'geometry': {'location': {'lat': 47.1527181, 'lng': 8.5622817}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1540670802915, 'lng': 8.563630680291503}, 'southwest': {'lat': 47.1513691197085, 'lng': 8.560932719708498}}}, 'partial_match': True, 'place_id': 'ChIJsVQtE2armkcRHsfaL7aWmYw', 'plus_code': {'compound_code': '5H36+3W Unterägeri, Switzerland', 'global_code': '8FVC5H36+3W'}, 'types': ['street_address']}], 'status': 'OK'}","Zugerstrasse 193, 631401 Unterägeri"
28,"{'results': [{'address_components': [{'long_name': '631302', 'short_name': '631302', 'types': ['postal_code']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': '631302, India', 'geometry': {'bounds': {'northeast': {'lat': 13.1665311, 'lng': 79.42528480000001}, 'southwest': {'lat': 13.0677529, 'lng': 79.3031299}}, 'location': {'lat': 13.1033391, 'lng': 79.3690831}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 13.1665311, 'lng': 79.42528480000001}, 'southwest': {'lat': 13.0677529, 'lng': 79.3031299}}}, 'partial_match': True, 'place_id': 'ChIJp1wwJkdNrTsRKVYQ7tHkmsA', 'types': ['postal_code']}, {'address_components': [{'long_name': 'Edlibach', 'short_name': 'Edlibach', 'types': ['colloquial_area', 'political']}, {'long_name': 'Menzingen', 'short_name': 'Menzingen', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6313', 'short_name': '6313', 'types': ['postal_code']}], 'formatted_address': 'Edlibach, 6313 Menzingen, Switzerland', 'geometry': {'location': {'lat': 47.18118, 'lng': 8.5738}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.1887633, 'lng': 8.5898074}, 'southwest': {'lat': 47.1735956, 'lng': 8.557792599999999}}}, 'partial_match': True, 'place_id': 'ChIJcSMMmo6rmkcRdZXDTv54M-s', 'types': ['colloquial_area', 'political']}], 'status': 'OK'}","Sonnweidweg 4, 631302 Edlibach"
29,"{'results': [{'address_components': [{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'Spiegelbergstrasse', 'short_name': 'Spiegelbergstrasse', 'types': ['route']}, {'long_name': 'Walchwil', 'short_name': 'Walchwil', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6318', 'short_name': '6318', 'types': ['postal_code']}], 'formatted_address': 'Spiegelbergstrasse 2, 6318 Walchwil, Switzerland', 'geometry': {'location': {'lat': 47.09943579999999, 'lng': 8.5182177}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1007847802915, 'lng': 8.5195666802915}, 'southwest': {'lat': 47.0980868197085, 'lng': 8.516868719708496}}}, 'partial_match': True, 'place_id': 'ChIJbxy4SPpUhUcRvals1HGyfIY', 'plus_code': {'compound_code': '3GX9+Q7 Walchwil, Switzerland', 'global_code': '8FVC3GX9+Q7'}, 'types': ['street_address']}], 'status': 'OK'}","Spiegelbergstrasse 2, 6318 Walchwil"
30,"{'results': [{'address_components': [{'long_name': '13', 'short_name': '13', 'types': ['street_number']}, {'long_name': 'Seckistrasse', 'short_name': 'Seckistrasse', 'types': ['route']}, {'long_name': 'Walchwil', 'short_name': 'Walchwil', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6318', 'short_name': '6318', 'types': ['postal_code']}], 'formatted_address': 'Seckistrasse 13, 6318 Walchwil, Switzerland', 'geometry': {'location': {'lat': 47.0962258, 'lng': 8.5170017}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.0975747802915, 'lng': 8.518350680291501}, 'southwest': {'lat': 47.0948768197085, 'lng': 8.515652719708497}}}, 'partial_match': True, 'place_id': 'ChIJbQGOpflUhUcRv9hTzVXbEVA', 'plus_code': {'compound_code': '3GW8+FR Walchwil, Switzerland', 'global_code': '8FVC3GW8+FR'}, 'types': ['street_address']}], 'status': 'OK'}","Seckistrasse 13, 6318 Walchwil"
31,"{'results': [{'address_components': [{'long_name': '29A', 'short_name': '29A', 'types': ['street_number']}, {'long_name': 'Spiegelbergstrasse', 'short_name': 'Spiegelbergstrasse', 'types': ['route']}, {'long_name': 'Walchwil', 'short_name': 'Walchwil', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6318', 'short_name': '6318', 'types': ['postal_code']}], 'formatted_address': 'Spiegelbergstrasse 29A, 6318 Walchwil, Switzerland', 'geometry': {'location': {'lat': 47.0992387, 'lng': 8.519083199999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1005876802915, 'lng': 8.5204321802915}, 'southwest': {'lat': 47.0978897197085, 'lng': 8.517734219708496}}}, 'partial_match': True, 'place_id': 'ChIJH4eLavpUhUcRNJbrXa972zE', 'plus_code': {'compound_code': '3GX9+MJ Walchwil, Switzerland', 'global_code': '8FVC3GX9+MJ'}, 'types': ['street_address']}], 'status': 'OK'}","Spiegelbergstrasse 29A, 6318 Walchwil"
32,"{'results': [{'address_components': [{'long_name': '6314', 'short_name': '6314', 'types': ['postal_code']}, {'long_name': 'Unterägeri', 'short_name': 'Unterägeri', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Canton of Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}], 'formatted_address': '6314 Unterägeri, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.1557372, 'lng': 8.6215646}, 'southwest': {'lat': 47.0839228, 'lng': 8.5416603}}, 'location': {'lat': 47.1226008, 'lng': 8.5818864}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.1557372, 'lng': 8.6215646}, 'southwest': {'lat': 47.0839228, 'lng': 8.5416603}}}, 'partial_match': True, 'place_id': 'ChIJ0-7rnE9ThUcRCW9SSHfqfdM', 'types': ['postal_code']}], 'status': 'OK'}","Schützenmatt 5, 6314 Unterägeri"
33,"{'results': [{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Spiegelbergstrasse', 'short_name': 'Spiegelbergstrasse', 'types': ['route']}, {'long_name': 'Walchwil', 'short_name': 'Walchwil', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6318', 'short_name': '6318', 'types': ['postal_code']}], 'formatted_address': 'Spiegelbergstrasse 3, 6318 Walchwil, Switzerland', 'geometry': {'location': {'lat': 47.10024749999999, 'lng': 8.5179969}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1015964802915, 'lng': 8.519345880291501}, 'southwest': {'lat': 47.0988985197085, 'lng': 8.516647919708497}}}, 'partial_match': True, 'place_id': 'ChIJxatVVPpUhUcRipbl6m13pK4', 'plus_code': {'compound_code': '4G29+35 Walchwil, Switzerland', 'global_code': '8FVC4G29+35'}, 'types': ['street_address']}], 'status': 'OK'}","Spiegelbergstrasse 3, 6318 Walchwil"
34,"{'results': [{'address_components': [{'long_name': '31A', 'short_name': '31A', 'types': ['street_number']}, {'long_name': 'Spiegelbergstrasse', 'short_name': 'Spiegelbergstrasse', 'types': ['route']}, {'long_name': 'Walchwil', 'short_name': 'Walchwil', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6318', 'short_name': '6318', 'types': ['postal_code']}], 'formatted_address': 'Spiegelbergstrasse 31A, 6318 Walchwil, Switzerland', 'geometry': {'location': {'lat': 47.09903140000001, 'lng': 8.519131699999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.10038038029151, 'lng': 8.520480680291502}, 'southwest': {'lat': 47.09768241970851, 'lng': 8.517782719708498}}}, 'partial_match': True, 'place_id': 'ChIJM4XfFPpUhUcRWudenrONqwc', 'plus_code': {'compound_code': '3GX9+JM Walchwil, Switzerland', 'global_code': '8FVC3GX9+JM'}, 'types': ['street_address']}], 'status': 'OK'}","Spiegelbergstrasse 31A, 6318 Walchwil"
35,"{'results': [{'address_components': [{'long_name': '6', 'short_name': '6', 'types': ['street_number']}, {'long_name': 'Zugerstrasse', 'short_name': 'Zugerstrasse', 'types': ['route']}, {'long_name': 'Baar', 'short_name': 'Baar', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6340', 'short_name': '6340', 'types': ['postal_code']}], 'formatted_address': 'Zugerstrasse 6, 6340 Baar, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.1928328, 'lng': 8.522910099999999}, 'southwest': {'lat': 47.1926223, 'lng': 8.522684}}, 'location': {'lat': 47.1927377, 'lng': 8.522798500000002}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1940765302915, 'lng': 8.524146030291503}, 'southwest': {'lat': 47.1913785697085, 'lng': 8.521448069708498}}}, 'partial_match': True, 'place_id': 'ChIJ14ZwSDiqmkcRN6pETx95JqM', 'types': ['premise']}], 'status': 'OK'}","Zugerstrasse 6, 6340 Baar"
36,"{'results': [{'address_components': [{'long_name': '18A', 'short_name': '18A', 'types': ['street_number']}, {'long_name': 'Schützenhausstrasse', 'short_name': 'Schützenhausstrasse', 'types': ['route']}, {'long_name': 'Cham', 'short_name': 'Cham', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6332', 'short_name': '6332', 'types': ['postal_code']}], 'formatted_address': 'Schützenhausstrasse 18A, 6332 Cham, Switzerland', 'geometry': {'location': {'lat': 47.20668449999999, 'lng': 8.4350969}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.2080334802915, 'lng': 8.436445880291501}, 'southwest': {'lat': 47.2053355197085, 'lng': 8.433747919708496}}}, 'partial_match': True, 'place_id': 'ChIJuxvkgiUBkEcRc1yHcFMtcW0', 'plus_code': {'compound_code': '6C4P+M2 Cham, Switzerland', 'global_code': '8FVC6C4P+M2'}, 'types': ['street_address']}], 'status': 'OK'}","Schützenhausstrasse 18A, 6332 Hagendorn"
